cod;value
0407010050;ESOFAGECTOMIA VIDEOLAPAROSCOPICA
0407010068;ESOFAGO-COLONPLASTIA
0407010076;ESOFAGOGASTRECTOMIA
0407010084;ESOFAGOPLASTIA / GASTROPLASTIA
0407010092;ESOFAGORRAFIA CERVICAL
0407010106;ESOFAGORRAFIA TORACICA
0407010114;ESOFAGOSTOMIA
0407010122;GASTRECTOMIA C/ OU S/ DESVIO DUODENAL
0407010130;GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA
0407010149;GASTRECTOMIA TOTAL
0407010157;GASTRECTOMIA VIDEOLAPAROSCOPICA
0407010165;GASTROENTEROANASTOMOSE
0407010173;GASTROPLASTIA C/ DERIVACAO INTESTINAL
0407010181;GASTROPLASTIA VERTICAL COM BANDA
0407010190;GASTRORRAFIA
0407010203;GASTRORRAFIA VIDEOLAPAROSCOPICA
0407010211;GASTROSTOMIA
0407010220;GASTROSTOMIA VIDEOLAPAROSCOPICA
0407010238;PILOROPLASTIA
0407010246;RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010254;RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA
0407010262;TAMPONAMENTO DE LESOES HEMORRAGICAS DO APARELHO DIGESTIVO
0407010270;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA)
0407010289;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO
0407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO
0407010300;TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS
0407010319;TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO
0407010327;TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA
0407010335;TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR
0407010343;VAGOTOMIA C/ OPERACAO DE DRENAGEM
0407010351;VAGOTOMIA SUPERSELETIVA / GASTRICA PROXIMAL
0407010360;GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)
0407010378;TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA
0407010386;CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA
0407020012;AMPUTACAO COMPLETA ABDOMINO-PERINEAL DO RETO
0407020020;AMPUTACAO POR PROCIDENCIA DE RETO
0407020039;APENDICECTOMIA
0407020047;APENDICECTOMIA VIDEOLAPAROSCOPICA
0407020055;CERCLAGEM DE ANUS
0407020063;COLECTOMIA PARCIAL (HEMICOLECTOMIA)
0407020071;COLECTOMIA TOTAL
0407020080;COLECTOMIA VIDEOLAPAROSCOPICA
0407020098;COLORRAFIA POR VIA ABDOMINAL
0407020101;COLOSTOMIA
0407020110;CRIPTECTOMIA UNICA / MULTIPLA
0407020128;DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO
0407020136;DRENAGEM DE ABSCESSO ANU-RETAL
0407020144;DRENAGEM DE ABSCESSO ISQUIORRETAL
0407020152;DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL
0407020160;ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS
0407020179;ENTERECTOMIA
0407020187;ENTEROANASTOMOSE (QUALQUER SEGMENTO)
0407020195;ENTEROPEXIA (QUALQUER SEGMENTO)
0407020209;ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO)
0407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
0407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL
0407020233;EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA
0407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
0407020250;FECHAMENTO DE FISTULA DE COLON
0407020268;FECHAMENTO DE FISTULA DE RETO
0407020276;FISTULECTOMIA / FISTULOTOMIA ANAL
0407020284;HEMORROIDECTOMIA
0407020292;HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA)
0407020306;JEJUNOSTOMIA / ILEOSTOMIA
0407020314;LIGADURA ELASTICA DE HEMORROIDAS (SESSAO)
0407020322;PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
0407020330;PROCTOCOLECTOMIA TOTAL C/ RESERVATORIO ILEAL
0407020349;PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO
0407020357;PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
0407020365;REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA
0407020373;REDUCAO MANUAL DE PROCIDENCIA DE RETO
0407020381;REMOCAO CIRURGICA DE FECALOMA
0407020390;RETIRADA DE CORPO ESTRANHO / POLIPOS DO RETO / COLO SIGMOIDE
0407020403;RETOSSIGMOIDECTOMIA ABDOMINAL
0407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL
0407020420;TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
0407020438;TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)
0407020446;TRATAMENTO CIRURGICO DE ILEO MECONIAL
0407020454;TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS
0407020462;TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL
0407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL
0407020489;TRATAMENTO CIRURGICO DE PRURIDO ANAL
0407020497;TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSAO)
0407030018;ANASTOMOSE BILEO-DIGESTIVA
0407030026;COLECISTECTOMIA
0407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA
0407030042;COLECISTOSTOMIA
0407030050;COLEDOCOPLASTIA
0407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA
0407030077;COLEDOCOTOMIA VIDEOLAPAROSCOPICA
0407030085;COLOCACAO DE PROTESE BILIAR
0407030093;DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES
0407030107;DRENAGEM BILIAR PERCUTANEA EXTERNA
0407030115;DRENAGEM BILIAR PERCUTANEA INTERNA
0407030123;ESPLENECTOMIA
0407030131;HEPATECTOMIA PARCIAL
0407030140;HEPATORRAFIA
0407030158;HEPATORRAFIA COMPLEXA C/ LESAO DE ESTRUTURAS VASCULARES BILIARES
0407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
0407030174;MARSUPIALIZACAO DE ABSCESSO / CISTO
0407030182;PANCREATECTOMIA PARCIAL
0407030190;PANCREATECTOMIA VIDEOLAPAROSCOPICA
0407030204;PANCREATO-DUODENECTOMIA
0407030212;PANCREATO-ENTEROSTOMIA
0407030220;PANCREATOTOMIA P/ DRENAGEM
0407030239;RETIRADA PERCUTANEA DE CALCULOS BILIARES
0407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS
0407040013;DRENAGEM DE ABSCESSO PELVICO
0407040021;DRENAGEM DE ABSCESSO SUBFRENICO
0407040030;DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
0407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)
0407040056;HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA)
0407040064;HERNIOPLASTIA EPIGASTRICA
0407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA
0407040080;HERNIOPLASTIA INCISIONAL
0407040099;HERNIOPLASTIA INGUINAL (BILATERAL)
0407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
0407040110;HERNIOPLASTIA RECIDIVANTE
0407040129;HERNIOPLASTIA UMBILICAL
0407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA
0407040145;HERNIORRAFIA S/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA )
0407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA
0407040161;LAPAROTOMIA EXPLORADORA
0407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA
0407040188;LIBERACAO DE ADERENCIAS INTESTINAIS
0407040196;PARACENTESE ABDOMINAL
0407040200;PERITONIOSTOMIA C/ TELA INORGANICA
0407040218;PNEUMOPERITONIO (POR SESSAO)
0407040226;REPARACAO DE OUTRAS HERNIAS
0407040234;RESSECCAO DO EPIPLOM
0407040242;RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)
0407040250;TRATAMENTO CIRURGICO DE PERITONITE
0407040269;VAGOTOMIA VIDEOLAPAROSCOPICA
0408010010;ARTRODESE DE GRANDES ARTICULAÇåES ESCAPULO-TORÁCICAS
0408010029;ARTRODESE DE GRANDES ARTICULAÇåES ESCAPULO-UMERAIS
0408010037;ARTROPLASTIA ESCAPULO-UMERAL (NÇO CONVENCIONAL)
0408010045;ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
0408010053;ARTROPLASTIA ESCAPULO-UMERAL TOTAL
0408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÇO / RECONSTRUÇÃO
0408010070;DESARTICULACAO DA ARTICULACAO ESCAPULO-UMERAL
0408010088;DESARTICULACAO INTERESCAPULO-TORÁCICA
0408010096;ESCAPULOPEXIA C/ OU S/ OSTEOTOMIA DA ESCAPULA / RESSECÇÃO BARRA OMO-CERVICAL
0408010100;OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA
0408010118;OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA
0408010126;REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR
0408010134;REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL
0408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
0408010150;TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA
0408010169;TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
0408010177;TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA
0408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
0408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA
0408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR
0408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL
0408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
0408010231;TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL
0408020016;AMPUTAÇÃO / DESARTICULAÇÃO DE MÇO E PUNHO
0408020024;AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES
0408020032;ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇåES DE MEMBRO SUPERIOR
0408020040;ARTROPLASTIA DE ARTICULAÇÃO DA MÇO
0408020059;ARTROPLASTIA DE CABEÇA DO RÁDIO
0408020067;ARTROPLASTIA DE PUNHO
0408020075;ARTROPLASTIA TOTAL DE COTOVELO
0408020083;ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO)
0408020091;RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO
0408020105;FASCIOTOMIA DE MEMBROS SUPERIORES
0408020113;INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR
0408020121;REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÇO
0408020130;RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO
0408020148;RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÇO
0408020156;REDUÇÃO INCRUENTA DE FRATURA / LESÇO FISARIA DE COTOVELO
0408020164;REDUÇAO INCRUENTA DE FRATURA / LESÇO FISARIA DO EXTREMO PROXIMAL DO ÚMERO
0408020172;REDUÇÃO INCRUENTA DE FRATURA / LESÇO FISARIA NO PUNHO
0408020180;REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI
0408020199;REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO
0408020202;REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO
0408020210;REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS
0408020229;REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO
0408020237;REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO E METACARPO-FALANGIANA / METATARSO-FALANGIANA / INTER
0408020245;REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO
0408020253;REIMPLANTE DO OMBRO ATÉ O TERÇO MÉDIO DO ANTEBRAÇO
0408020261;REIMPLANTE DO TERÇO DISTAL DO ANTEBRAÇO ATÉ OS METACARPIANOS
0408020270;REIMPLANTE OU REVASCULARIZAÇÃO AO NÍVEL DA MÇO E OUTROS DEDOS (EXCETO POLEGAR)
0408020288;REIMPLANTE OU REVASCULARIZAÇÃO DO POLEGAR
0408020296;REVISÇO CIRÚGICA DE COTO DE AMPUTAÇÃO DO MEMBRO SUPERIOR (EXCETO MÇO)
0408020300;TENOSINOVECTOMIA EM MEMBRO SUPERIOR
0408020318;TRANSPOSIÇÃO DA ULNA PARA O RÁDIO
0408020326;TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO
0408020334;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO
0408020342;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA DAS FALANGES DA MÇO (COM FIXAÇÃO)
0408020350;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA DE EPI~CâNDILO / EPITROCLEA DO ÚMERO
0408020369;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA DO CâNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CAB
0408020377;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA DOS METACARPIANOS
0408020385;TRATAMENTO CIRÚRGICO DE FRATURA / LESÇO FISARIA SUPRACONDILIANA DO ÚMERO
0408020393;TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO
0408020407;TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO
0408020415;TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO
0408020423;TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRAÇO (C/ SINTESE)
0408020431;TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA
0408020440;TRATAMENTO CIRÚRGICO DE FRATURA LESÇO FISARIA DOS OSSOS DO ANTEBRAÇO
0408020458;TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI
0408020466;TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO
0408020474;TRATAMENTO CIRÚRGICO DE GIGANTISMO DA MÇO
0408020482;TRATAMENTO CIRÚRGICO DE LESÇO AGUDA CAPSULO-LIGAMENTAR DO MEMBRO SUPERIOR: COTOVELO / PUNHO
0408020490;TRATAMENTO CIRÚRGICO DE LESÇO DA MUSCULATURA INTRÍNSECA DA MÇO
0408020504;TRATAMENTO CIRÚRGICO DE LESÇO EVOLUTIVA FISARIA NO MEMBRO SUPERIOR
0408020512;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO CARPO-METACARPIANA
0408020520;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXACAO DOS OSSOS DO CARPO
0408020539;TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METACARPO-FALANGIANA
0408020547;TRATAMENTO CIRÚRGICO DE LUXAÇÃO OU FRATURA-LUXAÇÃO DO COTOVELO
0408020555;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÇO
0408020563;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ANTEBRAÇO
0408020571;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO
0408020580;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE AO NÍVEL DO COTOVELO
0408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÇO METAFISE-EPIFISARIA DISTAL DO RADIO E ULNA
0408020601;TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO
0408020610;TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÇO
0408020628;TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÇO (POR ESPACO INTERDIGITAL)
0408020636;TRATAMENTO CIRÚRGICO DE SINOSTOSE RÁDIO ULNAR
0408020644;TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO
0408030011;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS
0408030020;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NIVEL
0408030038;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS
0408030046;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS
0408030054;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS
0408030062;ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS
0408030070;ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS
0408030089;ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL
0408030097;ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS
0408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS
0408030119;ARTRODESE CERVICAL ANTERIOR UM NÍVEL
0408030127;ARTRODESE CERVICAL POSTERIOR C1-C2
0408030135;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NÍVEL
0408030143;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NÍVEIS
0408030151;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NÍVEIS
0408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS
0408030178;ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR
0408030186;ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR
0408030194;ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR
0408030208;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR
0408030216;ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR
0408030224;ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR
0408030232;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NÍVEL
0408030240;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS
0408030259;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,
0408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL
0408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS
0408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS
0408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,
0408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,
0408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,
0408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,
0408030330;COSTO-TRANSVERSECTOMIA
0408030348;COSTOPLASTIA (3 OU MAIS COSTELAS)
0408030356;DESCOMPRESSÇO DA JUNÇÃO CRANIO-CERVICAL VIA TRANSORAL / RETROFARINGEA
0408030364;DESCOMPRESSÇO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR
0408030372;DESCOMPRESSÇO OSSEA NA JUNÇÃO CRANIO-CERVICAL VIA POSTERIOR C/ DUROPLASTIA
0408030380;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NÍVEL C/ MICROSCÓPIO)
0408030399;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NÍVEL)
0408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS)
0408030410;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NÍVEIS C/ MICROSCÓPIO)
0408030429;DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO)
0408030437;DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NÍVEL)
0408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS)
0408030453;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NÍVEIS)
0408030461;DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NÍVEL)
0408030470;DRENAGEM CIRÚRGICA DO ILIOPSOAS
0408030488;INSTALAÇÃO DE TRAÇÃO CRANIANA
0408030500;RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS CERVICAIS
0408030518;RESSECÇÃO DE 2 OU MAIS CORPOS VERTEBRAIS TORACO-LOMBO-SACROS
0408030526;RESSEÇÃO DE COCCIX
0408030534;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
0408030542;RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)
0408030550;RESSECÇÃO DE UM CORPO VERTEBRAL CERVICAL
0408030569;RESSECÇÃO DE UM CORPO VERTEBRAL TORACO-LOMBO-SACRO
0408030577;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA ANTERIOR
0408030585;RETIRADA DE CORPO ESTRANHO DA COLUNA CERVICAL POR VIA POSTERIOR
0408030593;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA ANTERIOR
0408030607;RETIRADA DE CORPO ESTRANHO DA COLUNA TORACO-LOMBO-SACRA POR VIA POSTERIOR
0408030615;REVISÇO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTOSE DA COLUNA TORACO-LOMBO-SACRA ANTERIOR
0408030623;REVISÇO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA CERVICAL POSTERIOR
0408030631;REVISÇO DE ARTRODESE / TRATAMENTO CIRÚRGICO DE PSEUDARTROSE DA COLUNA TORACO-LOMBO-SACRA POSTERIOR
0408030640;REVISÇO DE ARTRODESE TRATAMENTO CIRÚRGICO DE PSEUDOARTORSE DA COLUNA CERVICAL ANTERIOR
0408030658;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERO-POSTERIOR NOVE OU MAIS NÍVEIS
0408030666;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR OITO NÍVEIS
0408030674;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR QUATRO NÍVEIS
0408030682;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR CINCO NÍVEIS
0408030690;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR POSTERIOR ATÉ OITO NÍVEIS
0408030704;VERTEBROPLASTIA POR DISPOSITIVO GUIADO EM UM NÍVEL
0408030712;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SEIS NÍVEIS
0408030720;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NÍVEIS
0408030739;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR OITO NIVEIS
0408030747;TRATAMENTO CIRURGICO DE FRATURA NIVEL C1 - C2 POR VIA ANTERIOR (OSTEOSSINTESE)
0408030755;TRATAMENTO CIRURGICO DE TORCICOLO CONGENITO
0408030763;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS
0408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO
0408030780;VERTEBROPLASTIA POR DISPOSITIVO GUIADO DOIS NIVEIS
0408030798;VERTEBROPLASTIA POR DISPOSITIVO GUIADO TRES NIVEIS
0408030801;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOZE NIVEIS OU MAIS
0408030810;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DEZ NIVEIS
0408030828;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NÍVEIS
0408030836;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NÍVEIS
0408030844;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRÊS NÍVEIS
0408030852;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NÍVEIS
0408030860;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NÍVEIS
0408030879;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRÊS NÍVEIS
0408030887;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NÍVEIS
0408030895;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NIVEIS
0408030909;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NÍVEIS
0408030917;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR QUATRO NÍVEIS
0408040017;ARTRODESE COXOFEMORAL
0408040025;ARTRODESE DA SÍNFISE PÚBICA
0408040033;ARTRODESE DE ARTICULAÇåES SACROILIACAS
